,Mut_num,#,Profiled Samples,Freq,Is Cancer Gene (source: OncoKB)
SRRT,8,7,500,0.01,No
ZFR,7,7,500,0.01,No
PADI3,7,7,500,0.01,No
CD244,9,7,500,0.01,No
TM6SF2,7,7,500,0.01,No
RIN2,8,7,500,0.01,No
PLEKHA5,7,7,500,0.01,No
LRRN3,9,7,500,0.01,No
RBFOX1,7,7,500,0.01,No
SWT1,7,7,500,0.01,No
CC2D1A,7,7,500,0.01,No
EPS8L1,7,7,500,0.01,No
LAX1,7,7,500,0.01,No
ACSM5,8,7,500,0.01,No
NRDE2,8,7,500,0.01,No
OXR1,7,7,500,0.01,No
UACA,8,7,500,0.01,No
HEATR1,7,7,500,0.01,No
CCDC198,7,7,500,0.01,No
KLHDC8A,7,7,500,0.01,No
USP40,8,7,500,0.01,No
KIRREL1,7,7,500,0.01,No
PPP6R3,8,7,500,0.01,No
MIS18BP1,8,7,500,0.01,No
MAML3,10,7,500,0.01,No
BMP2K,7,7,500,0.01,No
CDKN2AIP,7,7,500,0.01,No
PPP1R9A,8,7,500,0.01,No
AMBRA1,8,7,500,0.01,No
DDX27,8,7,500,0.01,No
ARHGEF40,8,7,500,0.01,No
TTC17,8,7,500,0.01,No
MCTP2,8,7,500,0.01,No
CACNA2D3,8,7,500,0.01,No
TRERF1,9,7,500,0.01,No
CAND1,7,7,500,0.01,No
CENPJ,7,7,500,0.01,No
PCDHB15,7,7,500,0.01,No
PCDHA7,8,7,500,0.01,No
PCDHA3,10,7,500,0.01,No
FAM214A,7,7,500,0.01,No
JPH1,7,7,500,0.01,No
DPYSL5,7,7,500,0.01,No
EXOSC5,7,7,500,0.01,No
CA10,8,7,500,0.01,No
SLC12A9,7,7,500,0.01,No
PLSCR2,7,7,500,0.01,No
TBX20,8,7,500,0.01,No
PGLYRP4,7,7,500,0.01,No
CD248,7,7,500,0.01,No
RNPEPL1,8,7,500,0.01,No
SLC44A2,7,7,500,0.01,No
SALL4,7,7,500,0.01,Yes
ANKRD50,9,7,500,0.01,No
NHSL1,9,7,500,0.01,No
PBXIP1,7,7,500,0.01,No
SENP7,8,7,500,0.01,No
USP31,9,7,500,0.01,No
KIAA1210,8,7,500,0.01,No
AHRR,7,7,500,0.01,No
KIDINS220,7,7,500,0.01,No
AARS2,8,7,500,0.01,No
XPO5,7,7,500,0.01,No
RPTOR,9,7,500,0.01,Yes
SORCS2,9,7,500,0.01,No
USP35,8,7,500,0.01,No
SIPA1L2,7,7,500,0.01,No
HOMEZ,7,7,500,0.01,No
ALS2,8,7,500,0.01,No
PCDHB16,7,7,500,0.01,No
ANO8,8,7,500,0.01,No
RBAK,7,7,500,0.01,No
LGR6,8,7,500,0.01,No
DMRTB1,7,7,500,0.01,No
ANO3,8,7,500,0.01,No
TSPYL2,7,7,500,0.01,No
XYLT2,9,7,500,0.01,No
IFIH1,8,7,500,0.01,No
KIF9,7,7,500,0.01,No
ERAP2,7,7,500,0.01,No
DPEP3,7,7,500,0.01,No
MMS19,8,7,500,0.01,No
GAREM1,7,7,500,0.01,No
RBM15,7,7,500,0.01,Yes
NIBAN2,7,7,500,0.01,No
RASAL3,7,7,500,0.01,No
TMEM135,8,7,500,0.01,No
PCYOX1L,7,7,500,0.01,No
DDX54,7,7,500,0.01,No
TRPM8,7,7,500,0.01,No
FASTKD3,8,7,500,0.01,No
RNF26,9,7,500,0.01,No
DHX58,7,7,500,0.01,No
IRX3,8,7,500,0.01,No
GCC1,7,7,500,0.01,No
RNF219,7,7,500,0.01,No
GALNT14,7,7,500,0.01,No
WDR59,7,7,500,0.01,No
PALB2,7,7,500,0.01,Yes
DIPK2B,7,7,500,0.01,No
ZNF408,7,7,500,0.01,No
TTC21B,8,7,500,0.01,No
WDR78,8,7,500,0.01,No
ZMYM1,7,7,500,0.01,No
AGBL2,8,7,500,0.01,No
THNSL1,7,7,500,0.01,No
PLPPR3,8,7,500,0.01,No
SYNDIG1,7,7,500,0.01,No
ERMP1,7,7,500,0.01,No
GRHL2,8,7,500,0.01,No
CCDC170,7,7,500,0.01,No
ZNF703,9,7,500,0.01,Yes
CWH43,7,7,500,0.01,No
PGGHG,7,7,500,0.01,No
MYO19,8,7,500,0.01,No
ITPKC,7,7,500,0.01,No
ABTB1,7,7,500,0.01,No
PABPC1L,7,7,500,0.01,No
ACAD10,8,7,500,0.01,No
IQCN,7,7,500,0.01,No
VWA7,7,7,500,0.01,No
INTS5,8,7,500,0.01,No
OR4A15,8,7,500,0.01,No
OR2G3,7,7,500,0.01,No
GPR63,8,7,500,0.01,No
TRIM8,7,7,500,0.01,No
NECTIN4,7,7,500,0.01,No
VMP1,8,7,500,0.01,No
SBF2,7,7,500,0.01,No
MED25,7,7,500,0.01,No
GPR101,8,7,500,0.01,No
ESYT3,8,7,500,0.01,No
SYT16,7,7,500,0.01,No
TAF3,8,7,500,0.01,No
SLC4A11,7,7,500,0.01,No
BRIP1,7,7,500,0.01,Yes
SYDE2,7,7,500,0.01,No
ZNF644,7,7,500,0.01,No
ANTXR1,7,7,500,0.01,No
WDR24,7,7,500,0.01,No
ZMYND15,7,7,500,0.01,No
C2ORF16,7,7,500,0.01,No
NOA1,9,7,500,0.01,No
HHIPL1,9,7,500,0.01,No
SLX4,9,7,500,0.01,Yes
ZNF527,7,7,500,0.01,No
KBTBD8,7,7,500,0.01,No
ZNF594,7,7,500,0.01,No
USP38,8,7,500,0.01,No
KDM2B,8,7,500,0.01,Yes
CNDP1,8,7,500,0.01,No
ZNF503,7,7,500,0.01,No
TIGD5,7,7,500,0.01,No
MICALCL,7,7,500,0.01,No
AJUBA,8,7,500,0.01,Yes
REPS1,7,7,500,0.01,No
MICALL1,7,7,500,0.01,No
TUBGCP6,11,7,500,0.01,No
DNAJC14,7,7,500,0.01,No
DISP2,8,7,500,0.01,No
FHDC1,8,7,500,0.01,No
ZC3H12C,7,7,500,0.01,No
SSH2,7,7,500,0.01,No
PNPT1,7,7,500,0.01,No
WNT3A,7,7,500,0.01,No
GAL3ST3,7,7,500,0.01,No
SIGLEC12,8,7,500,0.01,No
PLCZ1,7,7,500,0.01,No
PAPLN,7,7,500,0.01,No
CCDC120,7,7,500,0.01,No
ZNF551,7,7,500,0.01,No
DPP9,7,7,500,0.01,No
ANKRD30A,7,7,500,0.01,No
NEK9,7,7,500,0.01,No
MYLK3,7,7,500,0.01,No
EXOC3L4,7,7,500,0.01,No
CAPN13,8,7,500,0.01,No
SPSB4,8,7,500,0.01,No
ASB16,7,7,500,0.01,No
IGSF8,7,7,500,0.01,No
CCDC114,7,7,500,0.01,No
LENG9,7,7,500,0.01,No
SNX18,7,7,500,0.01,No
PLCD3,10,7,500,0.01,No
SLC2A13,7,7,500,0.01,No
TMEM200A,7,7,500,0.01,No
OSBPL5,7,7,500,0.01,No
OSBPL8,7,7,500,0.01,No
SLC22A12,7,7,500,0.01,No
FOXP4,7,7,500,0.01,No
TOP1MT,7,7,500,0.01,No
RAB3IP,7,7,500,0.01,No
PARD3B,8,7,500,0.01,No
ANTXR2,8,7,500,0.01,No
CFAP70,7,7,500,0.01,No
OR51S1,10,7,500,0.01,No
LARGE2,7,7,500,0.01,No
OR8I2,8,7,500,0.01,No
HSF5,9,7,500,0.01,No
IRGQ,8,7,500,0.01,No
MISP,7,7,500,0.01,No
OR10J5,7,7,500,0.01,No
OR6K6,7,7,500,0.01,No
CMPK2,7,7,500,0.01,No
CPNE4,7,7,500,0.01,No
ZPLD1,8,7,500,0.01,No
RTP1,7,7,500,0.01,No
SCLT1,7,7,500,0.01,No
GPR151,7,7,500,0.01,No
STXBP5,9,7,500,0.01,No
PTPDC1,7,7,500,0.01,No
OR13C8,7,7,500,0.01,No
OR13C3,7,7,500,0.01,No
OR13C4,8,7,500,0.01,No
SLITRK4,7,7,500,0.01,No
BEND2,7,7,500,0.01,No
ZFP28,7,7,500,0.01,No
CTCFL,7,7,500,0.01,No
MROH8,8,7,500,0.01,No
MIB2,7,7,500,0.01,No
MPP7,8,7,500,0.01,No
ZNF534,9,7,500,0.01,No
CFAP57,7,7,500,0.01,No
PYHIN1,8,7,500,0.01,No
CCT8L2,9,7,500,0.01,No
MEI1,7,7,500,0.01,No
ASPRV1,8,7,500,0.01,No
LRRC34,7,7,500,0.01,No
MB21D2,8,7,500,0.01,No
JAKMIP1,7,7,500,0.01,No
RUNDC3B,7,7,500,0.01,No
TMEM74,7,7,500,0.01,No
MAGEB6,7,7,500,0.01,No
CFAP58,7,7,500,0.01,No
DENND5B,7,7,500,0.01,No
SYNE3,9,7,500,0.01,No
ANKFN1,7,7,500,0.01,No
OR7D2,8,7,500,0.01,No
ZNF780B,8,7,500,0.01,No
FNDC7,7,7,500,0.01,No
PARP15,7,7,500,0.01,No
RBM46,8,7,500,0.01,No
GIMAP7,7,7,500,0.01,No
KCNV2,8,7,500,0.01,No
FAM170B,7,7,500,0.01,No
DHX36,7,7,500,0.01,No
ADAMTS15,10,7,500,0.01,No
ADAMTS17,7,7,500,0.01,No
NLRP6,10,7,500,0.01,No
CCER1,7,7,500,0.01,No
PIANP,8,7,500,0.01,No
NLRC3,8,7,500,0.01,No
TTC21A,7,7,500,0.01,No
ZNF626,8,7,500,0.01,No
NIBAN3,8,7,500,0.01,No
CC2D1B,7,7,500,0.01,No
CFAP221,9,7,500,0.01,No
RANBP3L,7,7,500,0.01,No
TCTE1,7,7,500,0.01,No
RTL3,8,7,500,0.01,No
NLRP11,7,7,500,0.01,No
SLC36A1,7,7,500,0.01,No
OR4C6,7,7,500,0.01,No
FAM124A,9,7,500,0.01,No
CDHR3,8,7,500,0.01,No
HS3ST5,7,7,500,0.01,No
CADM2,7,7,500,0.01,No
OR6C3,7,7,500,0.01,No
NAALADL2,8,7,500,0.01,No
CATSPERE,8,7,500,0.01,No
KLHL34,8,7,500,0.01,No
KLHL35,7,7,500,0.01,No
ANKRD52,8,7,500,0.01,No
MEIOC,7,7,500,0.01,No
NEK8,8,7,500,0.01,No
RIMKLA,7,7,500,0.01,No
CRIPAK,7,7,500,0.01,No
STON1-GTF2A1L,7,7,500,0.01,No
CHSY3,7,7,500,0.01,No
ST8SIA6,7,7,500,0.01,No
ZNF546,7,7,500,0.01,No
LINGO4,8,7,500,0.01,No
ESPNL,8,7,500,0.01,No
KY,8,7,500,0.01,No
SLC6A19,8,7,500,0.01,No
ARSI,7,7,500,0.01,No
SLFN14,8,7,500,0.01,No
ZNF677,7,7,500,0.01,No
OR6F1,7,7,500,0.01,No
OR10R2,7,7,500,0.01,No
ECT2L,7,7,500,0.01,Yes
MAGEB5,8,7,500,0.01,No
LRRTM3,7,7,500,0.01,No
GEN1,7,7,500,0.01,No
NIPAL4,7,7,500,0.01,No
ZNF429,7,7,500,0.01,No
SLCO4C1,8,7,500,0.01,No
POLN,7,7,500,0.01,No
ATP9B,7,7,500,0.01,No
ILDR2,7,7,500,0.01,No
SHISA6,7,7,500,0.01,No
SLC9A4,8,7,500,0.01,No
VGLL3,7,7,500,0.01,No
TMPRSS11F,7,7,500,0.01,No
LRRC14B,8,7,500,0.01,No
PROB1,8,7,500,0.01,No
GFRAL,7,7,500,0.01,No
OR52A5,8,7,500,0.01,No
OR51B6,7,7,500,0.01,No
OR52N4,9,7,500,0.01,No
OR10G4,7,7,500,0.01,No
OR4K17,7,7,500,0.01,No
ANKRD34C,10,7,500,0.01,No
OR7G3,7,7,500,0.01,No
OR6K3,7,7,500,0.01,No
OR5C1,7,7,500,0.01,No
SH2D5,7,7,500,0.01,No
OR51A2,8,7,500,0.01,No
XKRX,7,7,500,0.01,No
KPNA7,8,7,500,0.01,No
LRRC24,7,7,500,0.01,No
OR2J3,8,7,500,0.01,No
OR14J1,7,7,500,0.01,No
LMOD2,8,7,500,0.01,No
CT47B1,7,7,500,0.01,No
ZNF862,8,7,500,0.01,No
TMEM200C,7,7,500,0.01,No
CDK11A,7,7,500,0.01,No
PRR23A,7,7,500,0.01,No
ZNF730,7,7,500,0.01,No
FAM47E,7,7,500,0.01,No
ZNF729,8,7,500,0.01,No
A1BG,6,6,500,0.01,No
ACOX1,6,6,500,0.01,No
ACTA1,6,6,500,0.01,No
ACTN4,6,6,500,0.01,No
ADAM8,6,6,500,0.01,No
ADCY6,6,6,500,0.01,No
PARP4,6,6,500,0.01,No
ADRA1B,6,6,500,0.01,No
ADRB1,6,6,500,0.01,No
AP1G1,6,6,500,0.01,No
AFP,8,6,500,0.01,No
ALCAM,6,6,500,0.01,No
ALDH3B2,7,6,500,0.01,No
APAF1,6,6,500,0.01,No
PHOX2A,6,6,500,0.01,No
ARNTL,6,6,500,0.01,No
ARSE,6,6,500,0.01,No
ASL,6,6,500,0.01,No
ATP6V0A1,6,6,500,0.01,No
ATP6AP1,7,6,500,0.01,Yes
BAAT,6,6,500,0.01,No
BCAT1,6,6,500,0.01,No
BCHE,6,6,500,0.01,No
BCL3,6,6,500,0.01,Yes
BDNF,6,6,500,0.01,No
CFB,7,6,500,0.01,No
BMP1,6,6,500,0.01,No
BMP6,6,6,500,0.01,No
BPI,7,6,500,0.01,No
BTK,6,6,500,0.01,Yes
SERPING1,7,6,500,0.01,No
CACNA1D,6,6,500,0.01,Yes
CACNA2D1,6,6,500,0.01,No
CAMK2B,6,6,500,0.01,No
CASP4,6,6,500,0.01,No
CASQ1,7,6,500,0.01,No
RUNX2,8,6,500,0.01,Yes
CBFA2T3,6,6,500,0.01,Yes
SERPINH1,6,6,500,0.01,No
KRIT1,6,6,500,0.01,No
CCNT2,6,6,500,0.01,No
CD1B,8,6,500,0.01,No
CD1D,6,6,500,0.01,No
CDC27,6,6,500,0.01,No
CDX2,6,6,500,0.01,Yes
CENPE,7,6,500,0.01,No
CHM,6,6,500,0.01,No
CHRNB3,6,6,500,0.01,No
CHRNB4,6,6,500,0.01,No
AP1S1,6,6,500,0.01,No
CLCA1,6,6,500,0.01,No
CLCN3,6,6,500,0.01,No
CLK1,6,6,500,0.01,No
ACKR2,6,6,500,0.01,No
CNGA4,6,6,500,0.01,No
COPA,7,6,500,0.01,No
COPB1,6,6,500,0.01,No
CPN2,6,6,500,0.01,No
CSF1,6,6,500,0.01,Yes
CYLD,8,6,500,0.01,Yes
CYP1A2,7,6,500,0.01,No
CYP2C19,7,6,500,0.01,No
CYP2E1,6,6,500,0.01,No
CYP4A11,6,6,500,0.01,No
DDX3X,6,6,500,0.01,Yes
DHX15,6,6,500,0.01,No
DIAPH1,6,6,500,0.01,No
DKC1,6,6,500,0.01,No
DNM1,6,6,500,0.01,No
DMPK,6,6,500,0.01,No
DMWD,6,6,500,0.01,No
DRD1,6,6,500,0.01,No
DSC2,7,6,500,0.01,No
DVL1,6,6,500,0.01,No
ELAVL3,6,6,500,0.01,No
ELF1,6,6,500,0.01,No
ELF4,8,6,500,0.01,Yes
MARK2,6,6,500,0.01,No
CTTN,7,6,500,0.01,No
EPB41L1,7,6,500,0.01,No
EPB42,6,6,500,0.01,No
EPHB2,6,6,500,0.01,No
ERCC2,6,6,500,0.01,Yes
ERCC6,6,6,500,0.01,No
ETV6,6,6,500,0.01,Yes
EZH2,6,6,500,0.01,Yes
F7,7,6,500,0.01,No
ACSL3,6,6,500,0.01,Yes
PTK2B,6,6,500,0.01,No
FAP,7,6,500,0.01,No
GPC5,6,6,500,0.01,No
FOXD1,6,6,500,0.01,No
FOXM1,9,6,500,0.01,No
FLOT2,6,6,500,0.01,No
FMO1,6,6,500,0.01,No
FOLH1,6,6,500,0.01,No
NR5A1,6,6,500,0.01,No
GABRB1,6,6,500,0.01,No
GABRB2,6,6,500,0.01,No
GABRG1,6,6,500,0.01,No
LRRC32,7,6,500,0.01,No
GCK,7,6,500,0.01,No
KAT2A,6,6,500,0.01,No
NR6A1,6,6,500,0.01,No
GLRA2,6,6,500,0.01,No
GOLGA4,6,6,500,0.01,No
GP1BA,6,6,500,0.01,No
GP2,7,6,500,0.01,No
GPR25,6,6,500,0.01,No
GRB14,7,6,500,0.01,No
GRIA3,6,6,500,0.01,No
GRM4,7,6,500,0.01,No
GTF2H1,6,6,500,0.01,No
GTF3C2,6,6,500,0.01,No
HARS,6,6,500,0.01,No
HCRTR1,6,6,500,0.01,No
HDAC1,6,6,500,0.01,Yes
HK2,6,6,500,0.01,No
ZBTB48,6,6,500,0.01,No
HLF,6,6,500,0.01,Yes
HOXD4,6,6,500,0.01,No
HRC,6,6,500,0.01,No
HRG,6,6,500,0.01,No
IGSF3,9,6,500,0.01,No
HTR1E,6,6,500,0.01,No
HTR4,6,6,500,0.01,No
IARS,6,6,500,0.01,No
IDE,6,6,500,0.01,No
IL4R,6,6,500,0.01,No
IL6R,6,6,500,0.01,No
IL6ST,6,6,500,0.01,Yes
IL10RA,7,6,500,0.01,No
IL10RB,6,6,500,0.01,No
FOXK2,7,6,500,0.01,No
INHA,6,6,500,0.01,Yes
IRAK2,6,6,500,0.01,No
IREB2,7,6,500,0.01,No
ITGA1,6,6,500,0.01,No
ITGA2B,7,6,500,0.01,No
ITGA3,7,6,500,0.01,No
ITGAM,7,6,500,0.01,No
ITGB2,6,6,500,0.01,No
ITGB8,8,6,500,0.01,No
ITIH1,6,6,500,0.01,No
ITIH2,7,6,500,0.01,No
ITIH4,6,6,500,0.01,No
JAK2,6,6,500,0.01,Yes
KCNC1,6,6,500,0.01,No
KCNJ8,6,6,500,0.01,No
KCNK3,6,6,500,0.01,No
KCNS1,6,6,500,0.01,No
KIF5A,7,6,500,0.01,No
KIF5C,8,6,500,0.01,No
KRT6B,7,6,500,0.01,No
KRT9,7,6,500,0.01,No
KRT10,9,6,500,0.01,No
KRT31,6,6,500,0.01,No
LBP,6,6,500,0.01,No
LCP2,7,6,500,0.01,No
LIPC,6,6,500,0.01,No
LTF,7,6,500,0.01,No
LY9,6,6,500,0.01,No
CD180,7,6,500,0.01,No
EPCAM,6,6,500,0.01,Yes
MAGEB4,6,6,500,0.01,No
MAN2A1,6,6,500,0.01,No
MAPT,6,6,500,0.01,No
MARK3,6,6,500,0.01,No
MARS,6,6,500,0.01,No
MATK,6,6,500,0.01,No
MBL2,7,6,500,0.01,No
MAP3K4,8,6,500,0.01,No
MAP3K9,6,6,500,0.01,No
MAP3K10,6,6,500,0.01,No
MMP2,6,6,500,0.01,No
MMP13,7,6,500,0.01,No
MRE11,6,6,500,0.01,Yes
MSH2,7,6,500,0.01,Yes
MTHFD1,6,6,500,0.01,No
TRIM37,6,6,500,0.01,No
MUSK,7,6,500,0.01,No
MUTYH,6,6,500,0.01,Yes
MYO1D,7,6,500,0.01,No
CEACAM6,14,6,500,0.01,No
NEDD4,6,6,500,0.01,No
NFKB1,6,6,500,0.01,No
NFRKB,6,6,500,0.01,No
NHS,7,6,500,0.01,No
NPC1,6,6,500,0.01,No
NPTX1,6,6,500,0.01,No
NTRK2,7,6,500,0.01,Yes
OPRK1,7,6,500,0.01,No
OTC,6,6,500,0.01,No
OXCT1,6,6,500,0.01,No
PAX4,6,6,500,0.01,No
PBX1,6,6,500,0.01,Yes
PCDH8,6,6,500,0.01,No
ENPP1,6,6,500,0.01,No
PEPD,6,6,500,0.01,No
PFKFB3,6,6,500,0.01,No
PHKA2,7,6,500,0.01,No
PKLR,7,6,500,0.01,No
PLS3,7,6,500,0.01,No
EXOSC10,6,6,500,0.01,No
POLA1,6,6,500,0.01,No
POR,6,6,500,0.01,No
PPEF2,7,6,500,0.01,No
CTSA,6,6,500,0.01,No
PPM1G,7,6,500,0.01,No
PPP1R10,7,6,500,0.01,No
PPP3R2,7,6,500,0.01,No
PKN1,6,6,500,0.01,No
PRKCSH,6,6,500,0.01,No
MAPK13,6,6,500,0.01,No
PRRG1,6,6,500,0.01,No
PSAP,7,6,500,0.01,No
PSMD1,6,6,500,0.01,No
PTGER4,6,6,500,0.01,No
PTGIS,6,6,500,0.01,No
PTK2,6,6,500,0.01,No
PTPN3,6,6,500,0.01,No
PTPRA,6,6,500,0.01,No
PTPRE,6,6,500,0.01,No
PTPRG,7,6,500,0.01,No
PTPRN,6,6,500,0.01,No
PYGL,7,6,500,0.01,No
RARS,7,6,500,0.01,No
RASA2,6,6,500,0.01,No
RBP3,6,6,500,0.01,No
REG1A,6,6,500,0.01,No
RFC1,6,6,500,0.01,No
RNF6,6,6,500,0.01,No
RORB,6,6,500,0.01,No
SBF1,8,6,500,0.01,No
SCNN1G,6,6,500,0.01,No
SEMG1,7,6,500,0.01,No
SEMG2,6,6,500,0.01,No
ST8SIA1,7,6,500,0.01,No
STIL,6,6,500,0.01,Yes
SLA,6,6,500,0.01,No
SLC1A6,6,6,500,0.01,No
SLC3A2,6,6,500,0.01,No
SLC5A4,6,6,500,0.01,No
SLC5A5,6,6,500,0.01,No
SLC6A3,7,6,500,0.01,No
SLC6A6,6,6,500,0.01,No
SLC6A7,7,6,500,0.01,No
SLC9A2,6,6,500,0.01,No
SLC12A2,7,6,500,0.01,No
SLC18A1,6,6,500,0.01,No
SLC19A1,6,6,500,0.01,No
SLC22A2,6,6,500,0.01,No
SMPD1,7,6,500,0.01,No
SNAP25,6,6,500,0.01,No
AKR1D1,7,6,500,0.01,No
SREBF1,6,6,500,0.01,No
SSTR3,6,6,500,0.01,No
ST5,7,6,500,0.01,No
STAT1,10,6,500,0.01,Yes
STAT5A,6,6,500,0.01,Yes
STAT5B,6,6,500,0.01,Yes
STAT6,6,6,500,0.01,Yes
STXBP2,8,6,500,0.01,No
TAF6,6,6,500,0.01,No
TAT,6,6,500,0.01,No
TECTB,7,6,500,0.01,No
TEC,7,6,500,0.01,Yes
TFAP2B,6,6,500,0.01,No
TGM1,6,6,500,0.01,No
TOP3A,7,6,500,0.01,No
TPH1,6,6,500,0.01,No
TPM2,6,6,500,0.01,No
TRHR,7,6,500,0.01,No
HIRA,6,6,500,0.01,Yes
UBE3A,6,6,500,0.01,No
VARS,7,6,500,0.01,No
VAV2,6,6,500,0.01,Yes
VGF,6,6,500,0.01,No
XBP1,6,6,500,0.01,Yes
SF1,6,6,500,0.01,No
ZNF16,6,6,500,0.01,No
ZNF17,6,6,500,0.01,No
ZNF33B,6,6,500,0.01,No
ZKSCAN1,6,6,500,0.01,No
ZNF41,7,6,500,0.01,No
ZNF134,6,6,500,0.01,No
ZNF148,6,6,500,0.01,No
ZBTB17,6,6,500,0.01,No
RNF112,6,6,500,0.01,No
ZNF180,6,6,500,0.01,No
ZNF226,6,6,500,0.01,No
ZNF112,7,6,500,0.01,No
ZNF230,6,6,500,0.01,No
ZYX,6,6,500,0.01,No
NPHS2,6,6,500,0.01,No
TUBA1A,6,6,500,0.01,No
PAX8,6,6,500,0.01,Yes
GLRA3,6,6,500,0.01,No
COIL,6,6,500,0.01,No
AKAP1,7,6,500,0.01,No
SLC14A2,7,6,500,0.01,No
SMC1A,6,6,500,0.01,Yes
TKTL1,7,6,500,0.01,No
CDC45,6,6,500,0.01,No
PLA2G6,8,6,500,0.01,No
ULK1,7,6,500,0.01,No
SOAT2,6,6,500,0.01,No
GNPAT,6,6,500,0.01,No
DHX16,6,6,500,0.01,No
DGKD,6,6,500,0.01,No
MADD,6,6,500,0.01,No
PCDHGB4,6,6,500,0.01,No
ALDH4A1,6,6,500,0.01,No
KRT36,6,6,500,0.01,No
MATN4,6,6,500,0.01,No
RGS9,6,6,500,0.01,No
SUCLG2,7,6,500,0.01,No
IL1RL2,6,6,500,0.01,No
CCNK,7,6,500,0.01,No
NRP1,6,6,500,0.01,No
SQSTM1,7,6,500,0.01,No
CPNE1,6,6,500,0.01,No
AP1G2,6,6,500,0.01,No
TIMELESS,7,6,500,0.01,No
KYNU,6,6,500,0.01,No
SART1,6,6,500,0.01,No
USP6,6,6,500,0.01,Yes
MTMR4,6,6,500,0.01,No
KRT75,6,6,500,0.01,No
SMC3,7,6,500,0.01,Yes
ARHGEF1,6,6,500,0.01,No
HGS,6,6,500,0.01,No
NEURL1,6,6,500,0.01,No
SLC6A5,7,6,500,0.01,No
IL1RL1,6,6,500,0.01,No
LRRFIP2,7,6,500,0.01,No
TGM5,6,6,500,0.01,No
UBE4A,6,6,500,0.01,No
LONP1,6,6,500,0.01,No
KL,8,6,500,0.01,No
RECQL5,6,6,500,0.01,No
AIM2,8,6,500,0.01,No
ADAMTS4,6,6,500,0.01,No
NPEPPS,6,6,500,0.01,No
SCAMP1,6,6,500,0.01,No
BAG4,6,6,500,0.01,No
IGDCC3,10,6,500,0.01,No
KIF20B,7,6,500,0.01,No
GDA,7,6,500,0.01,No
MICAL2,7,6,500,0.01,No
RALGPS1,6,6,500,0.01,No
CEP135,6,6,500,0.01,No
SAFB2,6,6,500,0.01,No
SDC3,6,6,500,0.01,No
UBE3C,6,6,500,0.01,No
RAPGEF2,6,6,500,0.01,No
TMEM63A,6,6,500,0.01,No
KIAA0408,6,6,500,0.01,No
GPRASP1,6,6,500,0.01,No
JADE3,6,6,500,0.01,No
SFI1,6,6,500,0.01,No
GINS1,6,6,500,0.01,No
TESPA1,7,6,500,0.01,No
ZBTB24,6,6,500,0.01,No
PLEKHM1,6,6,500,0.01,No
C2CD2L,6,6,500,0.01,No
LRIG2,6,6,500,0.01,No
TRIM66,6,6,500,0.01,No
AREL1,6,6,500,0.01,No
KIF14,6,6,500,0.01,No
DMTF1,6,6,500,0.01,No
AKT3,6,6,500,0.01,Yes
NAALAD2,7,6,500,0.01,No
NAALADL1,6,6,500,0.01,No
MED16,7,6,500,0.01,No
ABCC5,7,6,500,0.01,No
ABCF2,6,6,500,0.01,No
ATP9A,6,6,500,0.01,No
USH1C,6,6,500,0.01,No
HHLA1,7,6,500,0.01,No
TSPAN2,6,6,500,0.01,No
HIPK3,6,6,500,0.01,No
TRAP1,6,6,500,0.01,No
CELA3A,6,6,500,0.01,No
AASS,6,6,500,0.01,No
SLC25A13,6,6,500,0.01,No
LRRC17,6,6,500,0.01,No
NET1,6,6,500,0.01,No
B3GALT5,6,6,500,0.01,No
HMG20A,6,6,500,0.01,No
CACNG2,6,6,500,0.01,No
TUBB3,7,6,500,0.01,No
ATP8A1,6,6,500,0.01,No
ST3GAL6,6,6,500,0.01,No
SEC24B,6,6,500,0.01,No
RBM14,6,6,500,0.01,No
VAV3,7,6,500,0.01,No
TIMM44,6,6,500,0.01,No
SEC23A,6,6,500,0.01,No
ZNF211,6,6,500,0.01,No
ATG7,6,6,500,0.01,No
COLEC10,6,6,500,0.01,No
SH2B2,6,6,500,0.01,No
RBCK1,6,6,500,0.01,No
IGF2BP3,7,6,500,0.01,No
CAMKK2,6,6,500,0.01,No
CTCF,7,6,500,0.01,Yes
CD226,6,6,500,0.01,No
FUT9,7,6,500,0.01,No
CCT6B,6,6,500,0.01,Yes
POLD3,6,6,500,0.01,No
TBR1,8,6,500,0.01,No
PLK4,6,6,500,0.01,No
ZNF274,6,6,500,0.01,No
ZNF268,6,6,500,0.01,No
SDCCAG8,6,6,500,0.01,No
CFHR3,7,6,500,0.01,No
ACTL7A,6,6,500,0.01,No
POP1,6,6,500,0.01,No
SERINC3,7,6,500,0.01,No
SLC27A5,6,6,500,0.01,No
TENT4A,7,6,500,0.01,No
OGFR,7,6,500,0.01,No
ZPBP,7,6,500,0.01,No
PRSS23,6,6,500,0.01,No
BTN3A1,6,6,500,0.01,No
TBC1D8,7,6,500,0.01,No
FICD,6,6,500,0.01,No
PSIP1,6,6,500,0.01,Yes
WDHD1,7,6,500,0.01,No
PLPBP,6,6,500,0.01,No
SLC6A14,6,6,500,0.01,No
SYNRG,6,6,500,0.01,No
SLCO2B1,6,6,500,0.01,No
VPS45,7,6,500,0.01,No
CTRC,6,6,500,0.01,No
SYNPO,8,6,500,0.01,No
COPG1,8,6,500,0.01,No
PHLDA1,6,6,500,0.01,No
SCAF8,6,6,500,0.01,No
MLXIP,6,6,500,0.01,No
ZHX2,6,6,500,0.01,No
